time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1684261661688983000,-11.765016845703125,350.1244239807129,-1,-1,49.43624437565323,304.534423828125,-1,35,5.751110553741455,11.049373549085242,-1
1684261673525701000,0.071701171875,350.1483497619629,-1,-1,49.43601282776776,304.558349609375,-1,85.88331718177555,8.571627616882324,11.049408869901104,-1
1684261683997146000,10.54314599609375,360.0562744140625,0.6800000071525574,10.152438432310204,49.43597485781594,314.4662742614746,103.7109375,3.5355339059327373,3,11.049190051863947,4.380000114440918
1684261693998660400,20.544660400390626,359.45935064647347,1.1292143179749907,-1,49.43599061579422,312.130313933827,-1,4.601368989523461,3.556956628220348,11.049234224493663,0.1599999964237213
1684261703999554000,30.545553955078127,359.28558355849236,1.1068536595247989,-1,49.43599271127002,311.9565468458459,-1,4.601368995212019,3.556956620861487,11.049236319969456,0
1684261714000099300,40.546099365234376,361.4640742307529,1.6402538454573539,7.970371645721448,49.43636252529704,314.1357165342197,29.89805793762207,4.747700950974627,3.359147617015878,11.050346829257515,11.13924730563851
1684261724000465000,50.54646484375,359.02224930375814,1.1800490986708663,5.181691545396697,49.43739018613369,313.43224915117025,15.56680965423584,4.730681706292776,3.3830736951085933,11.050981518598563,11.754092387589717
1684261734000734700,60.54673461914062,358.5358279971406,0.9732778627265216,5.144963098231145,49.43810189918833,312.9458278445527,15.0183687210083,4.7452342806023715,3.362631210077152,11.05131634434052,8.88199581757298
1684261744000955100,70.546955078125,356.2492120489478,1.0903033054243494,5.206302890877427,49.439030821686956,310.6592118963599,15.376134872436523,4.767234591308765,3.331367794798105,11.051658626432289,10.044700152137112
1684261754001149400,80.5471494140625,355.5155583303422,1.0034217700429249,5.832288374331363,49.439765780186676,309.9255581777543,50.8624267578125,4.7859474919469545,3.3044278834793013,11.052625325481559,10.020093344702168
1684261764001329000,90.54732885742187,354.3507375065237,1.0624962265070148,5.366885967390012,49.44037240026847,308.76073735393584,52.23927688598633,4.768260499020404,3.3298992246418684,11.053777247220268,10.518054797451434
1684261774001503000,100.5475029296875,354.6352287819609,1.1936663814769846,5.543908627835941,49.44103536574035,309.045228629373,52.71250534057617,4.779899745137907,3.3131700015573307,11.05504685061859,12.40755312023436
1684261784001673200,110.54767309570312,354.52070563752204,1.1825961622231096,5.469038521612397,49.44173583281011,308.93070548493415,49.994834899902344,4.740214287614942,3.3697040731019694,11.056324237436463,12.342400838662327
1684261794001840600,120.54784057617188,354.7996963849291,1.1663836981549272,5.549893146117035,49.44250240765457,309.20969623234123,49.17915344238281,4.749036348893444,3.3572594164999616,11.05773502033568,12.097322365115645
1684261804002006500,130.54800659179688,354.4118431750685,0.9830972050482211,5.187962392951391,49.44266797477309,308.8218430224806,125.37723541259766,4.738435784851004,3.3722045231024,11.058505004116098,8.021252645181633
1684261814000058000,140.54605810546875,350.85412648972124,1.495809512166362,5.187851166681296,49.44209917233348,305.26412633713335,118.04467010498047,4.732766900778154,3.380155986886934,11.06017017020488,15.136030967949088
1684261824000179500,150.54617944335936,354.1269013257697,1.3613169651958072,5.41786142915851,49.44121653349497,308.53690117318183,147.19017028808594,4.710047805441943,3.411742473171205,11.061702961455866,14.225546122952629
1684261834000331500,160.54633154296874,355.6229779710993,2.0453493657285553,5.167343259171784,49.43969503806249,310.0329778185114,171.7990264892578,4.70112454778282,3.424027601965645,11.062531190482641,22.374514384059687
1684261844000488700,170.54648876953124,354.99223810248077,2.4518154877008524,5.140669765375205,49.43740598069227,309.4022379498929,178.4422607421875,4.708746291135298,3.4135385450450704,11.062773211046935,26.91119539373674
1684261854000650500,180.546650390625,354.2503588749096,2.6159524049945566,5.197786082466446,49.43499897210367,308.6603587223217,178.156494140625,4.7004222730499245,3.4249916040488353,11.062878723963708,26.355779227410974
1684261864000814300,190.546814453125,356.13142212387174,2.4215818406333502,5.2125420263401425,49.432769896151974,310.54142197128385,178.47830200195312,4.706649077674249,3.416429641075165,11.062980008918647,23.989869787169614
1684261874000978400,200.546978515625,357.2946652630344,2.5411115921856626,5.199372552396847,49.43052712854547,311.7046651104465,178.07513660741392,4.717388454779865,3.401585395003111,11.063091133938194,25.651047990450465
1684261884001143800,210.54714379882813,355.28941494971514,2.5998183203078025,5.2009941473434,49.42817739207653,309.69941479712725,177.5821075439453,4.718817788400281,3.399602287425093,11.063186659696301,26.333539618923922
1684261894001308000,220.54730786132814,358.0581361912191,2.5776416594462686,5.364493427339467,49.42582792187422,312.4681360386312,163.40953063964844,4.707600167729274,3.415118986738844,11.063792035706086,26.73869674214178
1684261904001473800,230.54747387695312,359.5625300584361,2.5928198674364675,5.480216802442957,49.42360496248161,313.9725299058482,152.34936792850397,4.71590550139432,3.40364104081315,11.065250935843734,27.119475938391048
1684261914001640000,240.54763989257813,360.4877528734505,2.6121253442066394,5.412327527830711,49.42137860746307,314.8977527208626,159.39102172851562,4.717206888375313,3.4018371808558587,11.066864106636137,27.27109688257761
1684261924001805300,250.54780541992187,363.45258011855185,2.537966300497755,5.239245268355937,49.419092549542746,317.86257996596396,175.97434997558594,4.708166918122944,3.414337608362936,11.06762046820273,25.797456180011206
1684261934000194000,260.54619409179685,367.4148498540744,2.43248417253897,5.142912706194284,49.416870348503366,321.8248497014865,188.89524841308594,4.714476111127366,3.405620652744257,11.06746937509033,23.978101002661425
