time,seconds_elapsed,z,y,x
1687693625322180900,0.023180908203125,-0.07081365789175033,0.43615328294932837,0.7732789131745695
1687693625332144000,0.03314404296875,0.40721068158149715,0.2081676802702248,0.6293658245414495
1687693625342108000,0.04310791015625,0.5840279686897992,-0.06464607517272233,0.43405075771212576
1687693625352072000,0.053072021484375,0.5963035128951072,-0.13763810001686214,0.3762405929740518
1687693625362034700,0.06303466796875,0.5483394001930951,-0.06893281258121133,0.3722906132392585
1687693625371999000,0.0729990234375,0.5499737233966588,0.029057898310571907,0.4386465610697865
1687693625381963000,0.082962890625,0.637979339107871,0.14332242926359176,0.5690102861694991
1687693625391925800,0.09292578125,0.6438274806141853,0.26854323851689693,0.7395932089328765
1687693625401889800,0.102889892578125,0.6936164706557989,0.38328152446150776,0.9230045605439692
1687693625411852800,0.112852783203125,0.6853788036644458,0.43876331931725143,1.1187998851709067
1687693625421816800,0.12281689453125,0.5768699136286973,0.3654588675230741,1.070964440349862
1687693625431780900,0.13278076171875,0.4154395807445049,0.3163736418366432,0.8983863251812756
1687693625441744000,0.142743896484375,0.26152035414278507,0.3943311801336705,0.7377203277330845
1687693625451708000,0.1527080078125,0.3764057934731245,0.6212374631434678,0.6952185720901936
1687693625461672000,0.162671875,0.8253232809275388,0.8589971486009657,0.8174789971679448
1687693625471635000,0.172635009765625,1.4453876086384057,0.905446472825855,0.9228291309118271
1687693625481599000,0.182598876953125,1.9071096326082944,0.7899706663869321,0.8067964943077415
1687693625491562800,0.192562744140625,1.8939269104301928,0.5217917311377823,0.646374680878967
1687693625501525000,0.20252490234375,1.457007903805375,0.2653945652276277,0.5808751306820661
1687693625511489000,0.212489013671875,0.8970797726273536,0.2159028045669198,0.6071799308922141
1687693625521452000,0.2224521484375,0.5630120686680078,0.2871557306587696,0.7510818405441939
1687693625531416000,0.232416015625,0.68031684409976,0.37530090097114444,0.8881751661598681
1687693625541379800,0.2423798828125,1.0369622905701399,0.3736554718516767,0.9891017843730747
1687693625551342800,0.2523427734375,1.2856915522009134,0.2646102829821408,1.0203364422008394
1687693625561307000,0.262306884765625,1.1541109986573457,0.060226212903857226,1.0059231553144752
1687693625571271000,0.27227099609375,0.796784584185481,-0.12653335315659642,0.9887130042511969
1687693625581234000,0.28223388671875,0.4896095633268356,-0.1088965741790831,0.9183256820127368
1687693625591198000,0.292197998046875,0.45882805609405036,0.056914750268310305,0.8026731307674199
1687693625601161000,0.302160888671875,0.8155962521612644,0.2849753178797662,0.8398835750691592
1687693625611125000,0.312125,1.2830015824645757,0.34514234794229265,0.888316182065755
1687693625621089000,0.322089111328125,1.437345171958208,0.24868805283755063,0.8536376673944294
1687693625631052000,0.332052001953125,1.15835521209836,0.15235358472019433,0.7423875888917595
1687693625641016000,0.34201611328125,0.7296925771653652,0.17970277941673993,0.6577504997655749
1687693625650980000,0.35197998046875,0.6392530123054981,0.34061434912383554,0.6738664258513599
1687693625660942800,0.36194287109375,0.9459417109519243,0.45771512641608714,0.6735803754515945
1687693625670907100,0.3719072265625,1.3899293407887219,0.41543432004749775,0.6080811540482566
1687693625680871000,0.381870849609375,1.4174895478874445,0.2500172556146979,0.4731448238033801
1687693625690834000,0.391833984375,0.8824959514796733,0.009353227017819881,0.39913660765402015
1687693625700797700,0.401797607421875,-0.13983809427917002,-0.20195099771246314,0.41984545102063564
1687693625710760700,0.4117607421875,-1.028985320341587,-0.13487243469581006,0.4639832834327593
1687693625720724700,0.421724853515625,-1.30850661059916,0.0999975206695497,0.47680067942980675
1687693625730688800,0.431688720703125,-0.9699293202608823,0.20800459866300225,0.48119204625654965
1687693625740651800,0.44165185546875,-0.3037561523258686,0.18963892088904977,0.5545074943687767
1687693625750615800,0.45161572265625,0.20800386801064014,0.09761559396907686,0.615639716201648
1687693625760579800,0.461579833984375,0.19861761550605295,-0.04484393485486507,0.5532379128243774
1687693625770542800,0.47154296875,-0.1239361762702465,-0.14766908016577363,0.4225062677277252
1687693625780507000,0.4815068359375,-0.36103637490570545,-0.12542363834902642,0.3346648296022787
1687693625790471000,0.491470947265625,-0.22558277932107448,0.020691490373015403,0.38479178289398547
1687693625800434000,0.501433837890625,0.028513562300801275,0.11969006313309073,0.6063791724359616
1687693625810398000,0.51139794921875,-0.0346691623210907,0.03512055935040116,0.7301001350529491
1687693625820361000,0.52136083984375,-0.5691290902435779,-0.12931991513520477,0.7692205776944756
1687693625830325000,0.531324951171875,-1.4643115048170088,-0.3225710351720452,0.7596245548967272
1687693625840288800,0.541288818359375,-2.423210312497616,-0.4397606597915292,0.7026151120822877
1687693625850252000,0.551251953125,-3.01200330363214,-0.3732242408275604,0.6373608418833464
1687693625860215800,0.5612158203125,-2.9894892740070818,-0.23943536358475684,0.5692341580532491
1687693625870179800,0.571179931640625,-2.4654770903408525,-0.15845102481245993,0.5545262721344828
1687693625880142800,0.581142822265625,-1.5653578038871288,-0.07304609311893583,0.6527202505134045
1687693625890107000,0.59110693359375,-0.7850298489838838,-0.0635737697660923,0.7012620169728994
1687693625900070000,0.60106982421875,-0.4339040427178144,-0.2249200776286423,0.6108504360985011
1687693625910034000,0.611033935546875,-0.6322820042490959,-0.46602834286168215,0.4106273946898058
1687693625919998000,0.620998046875,-1.0522469534635543,-0.5651474732615054,0.25212635672315953
1687693625929961000,0.6309609375,-1.1735580419272185,-0.39327757942751046,0.2829263859933242
1687693625939925000,0.640925048828125,-0.9568582417637109,-0.1687216589361429,0.5456355115292594
1687693625949889000,0.650888916015625,-0.7343506321042775,-0.11432079118490218,0.7939017222255468
1687693625959852000,0.66085205078125,-0.8997142127841711,-0.2924760488986969,0.7389382521554827
1687693625969816000,0.670816162109375,-1.3105384086877108,-0.5008990191042423,0.5182156262166798
1687693625979779800,0.68077978515625,-1.5265958192944526,-0.39554859309941526,0.543283906901814
1687693625989743000,0.6907431640625,-1.4591232885241507,-0.24138971252292393,0.5683526625109836
1687693625999707000,0.700706787109375,-0.8932628446877002,-0.24109321379438042,0.5511428402412683
1687693626009670100,0.710670166015625,-0.2671259190648794,-0.3067489044010639,0.48231224592551586
1687693626019634000,0.720634033203125,0.0034790742874145505,-0.29333602672889825,0.35301914573200044
1687693626029598000,0.730597900390625,-0.07635492540597916,-0.25227365623936054,0.3098372988704592
1687693626039560700,0.740560791015625,-0.21535773790478704,-0.212905376316607,0.40703565380815415
1687693626049525000,0.75052490234375,-0.1039502038180828,-0.08408785774558782,0.45431280715931205
1687693626059489000,0.760489013671875,0.22045126165151593,0.07076002800837158,0.4634401164667681
1687693626069451800,0.77045166015625,0.465645334893465,0.0944604909390211,0.4176017637470737
1687693626079415800,0.780415771484375,0.5383464139670133,0.0160360657826066,0.3604542641688138
1687693626089378800,0.79037890625,0.564248332464695,0.009228723855316638,0.40683435908239335
1687693626099342800,0.8003427734375,0.49069677404165263,0.030342385163158177,0.45152482040859754
1687693626109307000,0.810306884765625,0.23059739261269568,0.020533669462800025,0.43473567123636603
1687693626119270000,0.820269775390625,0.06228899065256118,0.06855696500614285,0.3765026414437219
1687693626129234000,0.83023388671875,0.18853753551840782,0.20539076290279626,0.4529138636142015
1687693626139198000,0.840197998046875,0.6266781928926706,0.2936791410781443,0.5533045117871835
1687693626149161000,0.850160888671875,1.1083663155704737,0.34981238557994365,0.5948391394309699
1687693626159124700,0.860124755859375,1.4446049338281153,0.35105274102985856,0.5764632325239479
1687693626169088800,0.8700888671875,1.4909849922090768,0.3012288258053362,0.5254333025105298
1687693626179051800,0.8800517578125,1.400502172729373,0.2735831323802471,0.4887077191162854
1687693626189015800,0.890015869140625,1.2466168483972548,0.2618852419324219,0.562527280825749
1687693626198978800,0.899978759765625,1.0464292070955037,0.2488613635778427,0.587890050945431
1687693626208942800,0.90994287109375,0.8240753266930579,0.22323475489020347,0.5845878310622648
1687693626218907000,0.919906982421875,0.6078367143005132,0.19407880303263664,0.6653160396490245
1687693626228870000,0.929869873046875,0.3923685017585754,0.18665873603448271,0.7337521547544748
1687693626238834000,0.939833984375,0.20607436125278472,0.17242475123777984,0.7473780906554311
1687693626248798000,0.9497978515625,0.09571195230484009,0.19675430585220455,0.7354035021580755
1687693626258761000,0.959760986328125,0.1664385164350271,0.19294322313144802,0.6898788915626705
1687693626268725000,0.96972509765625,0.42964463170766826,0.22092808538302777,0.6250108442023397
1687693626278689000,0.97968896484375,0.8495201490730047,0.22175912937968967,0.5572847770623862
1687693626288652000,0.989652099609375,1.0549433529406784,0.09723302439227699,0.43384818434473127
1687693626298615800,0.99961572265625,0.8099146993935108,-0.019875059423595666,0.3053223421966657
1687693626308579000,1.0095791015625,0.2546557290703058,-0.06745864837542176,0.3324285219175741
1687693626318542800,1.01954296875,-0.305558817833662,-0.018837971460819242,0.394089078473486
1687693626328507000,1.0295068359375,-0.48549803635478017,0.0864512258760631,0.49920193286277353
1687693626338470000,1.039469970703125,-0.3621288463175297,0.18048793844506145,0.518251026323624
1687693626348434000,1.049433837890625,-0.14307050032913685,0.1860050944313407,0.41048878993671384
1687693626358398000,1.05939794921875,-0.08348024724125862,0.12142375505790114,0.2736304786533117
1687693626368361000,1.06936083984375,-0.2118921076208353,0.019337299285084007,0.12103775141499935
1687693626378325000,1.079324951171875,-0.4121101440608501,0.000520662873238325,0.0681509049559012
1687693626388288000,1.0892880859375,-0.7745446953266859,0.008776888434588908,0.014121902724355458
1687693626398252000,1.099251953125,-1.1006138017475604,0.03122866647839546,0.03264299025572836
1687693626408216000,1.109216064453125,-1.3091513382434845,0.039301790557801725,0.06980177743546664
1687693626418178800,1.1191787109375,-1.3527601783454417,0.015366495957970619,0.06787128429692238
1687693626428143000,1.12914306640625,-1.2900672830671072,-0.06648425038531422,0.008456643504276872
1687693626438107100,1.139107177734375,-1.1933879470348356,-0.1413465991459787,0.013881006640568374
1687693626448070000,1.14906982421875,-1.0783218904405831,-0.1265177171960473,0.07235730713717639
1687693626458034000,1.159033935546875,-0.7646195136398076,-0.08425210839658975,0.11840572241097688
1687693626467997700,1.168997802734375,-0.25373510709404945,-0.0737744073934853,0.15241024681087584
1687693626477960700,1.178960693359375,0.23439853846132755,-0.0663254065617919,0.1211440613336861
1687693626487924700,1.1889248046875,0.3940425724506378,-0.12971534419357775,-0.004154818124510348
1687693626497887700,1.1988876953125,0.06719196026325225,-0.1365652100883424,0.013526092255674301
1687693626507852000,1.20885205078125,-0.24498013823032377,0.017702537690103052,0.11386592355687171
1687693626517816000,1.218816162109375,-0.23769758000671862,0.12348916315510869,0.1735936854192987
1687693626527779000,1.228779052734375,-0.14850713842511176,0.12243059401288628,0.15256543737258763
1687693626537743000,1.2387431640625,-0.1346849492996931,0.10742796293124555,0.10682546699345111
1687693626547707100,1.24870703125,-0.272014860150218,0.12886062706038354,0.1326077046342194
1687693626557670100,1.258670166015625,-0.25475743587911126,0.18309227572456002,0.1175268937498331
1687693626567634200,1.26863427734375,-0.09516250172853469,0.14869316251650452,0.11976053455341606
1687693626577598200,1.27859814453125,0.18629940120279787,0.10770941022112965,0.1260969710333273
1687693626587561200,1.288561279296875,0.5970926174461841,0.16337927499487995,0.0693660528993234
1687693626597525000,1.29852490234375,0.8935539365887641,0.26338702479749915,0.208694882482104
1687693626607488300,1.30848828125,0.8985492606580257,0.17408318596929312,0.15867913447991014
1687693626617452000,1.3184521484375,0.5795563762336969,0.10510989524722099,0.07070292752627283
